CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
24021752501,Maryland,Frederick County,0,4929,1816,0,0.0,0.0,0,0,0,0,0,0,2.0,119032.0,0,0,0,0,0,0,0,0,,,,,,,4929.0,100.0,432.0,8.77,1183.0,24.0,610.0,12.38,4655.0,94.44,81.0,1.64,52.0,1.05,0.0,0.0,11.0,0.22,130.0,2.64,179.0,3.63,11.0,0.61,50.0,2.77,4929.0,100.0,432.0,8.77,1183.0,24.0,610.0,12.38,4655.0,94.44,81.0,1.64,52.0,1.05,0.0,0.0,11.0,0.22,130.0,2.64,179.0,3.63,11.0,0.61,50.0,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,1183.0,610.0,4655.0,81.0,52.0,0.0,11.0,130.0,179.0,13.0,53.0
24021752502,Maryland,Frederick County,0,2487,861,0,52.0,2.09,0,0,0,0,0,0,5.3,115000.0,0,0,0,0,0,0,0,0,,,,,,,2487.0,100.0,222.0,8.94,588.0,23.64,290.0,11.66,2347.0,94.37,62.0,2.49,29.0,1.17,3.0,0.12,4.0,0.16,42.0,1.69,56.0,2.25,21.0,2.38,31.0,3.56,2487.0,100.0,222.0,8.94,588.0,23.64,290.0,11.66,2347.0,94.37,62.0,2.49,29.0,1.17,3.0,0.12,4.0,0.16,42.0,1.69,56.0,2.25,21.0,2.38,31.0,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,588.0,290.0,2347.0,62.0,29.0,3.0,4.0,42.0,56.0,20.0,31.0
24021752601,Maryland,Frederick County,1,3971,1430,0,0.0,0.0,0,0,0,0,0,0,3.4,141007.0,1,1,1,1,1,0,0,0,1872.0,3448.0,1872.0,284.0,392.0,284.0,3448.0,86.83,392.0,9.87,964.0,24.28,408.0,10.28,3238.0,81.53,53.0,1.33,69.0,1.74,2.0,0.05,9.0,0.23,77.0,1.94,87.0,2.2,15.0,1.04,57.0,4.01,1872.0,47.13,284.0,7.16,542.0,13.65,155.0,3.91,1730.0,43.56,44.0,1.1,38.0,0.96,0.0,0.0,5.0,0.13,55.0,1.38,61.0,1.53,7.0,0.46,30.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,1099.0,479.0,3741.0,56.0,75.0,2.0,11.0,86.0,103.0,17.0,67.0
24021752602,Maryland,Frederick County,0,2561,989,0,56.0,2.19,0,0,0,0,0,0,0.9,114091.0,0,0,0,0,0,0,0,0,,,,,,,2561.0,99.99,292.0,11.4,476.0,18.58,461.0,18.0,2424.0,94.64,33.0,1.29,51.0,1.99,0.0,0.0,1.0,0.04,52.0,2.03,77.0,3.01,10.0,0.96,34.0,3.49,2507.0,97.89,287.0,11.22,464.0,18.13,451.0,17.62,2371.0,92.57,33.0,1.29,51.0,1.98,0.0,0.0,1.0,0.04,52.0,2.02,77.0,3.01,9.0,0.95,34.0,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,476.0,461.0,2424.0,33.0,51.0,0.0,1.0,52.0,77.0,10.0,41.0
24021752603,Maryland,Frederick County,1,3839,1345,0,3.0,0.08,0,0,0,0,0,0,1.2,126300.0,1,1,1,1,1,0,0,0,1317.0,2833.0,1317.0,101.0,208.0,101.0,2833.0,73.81,208.0,5.41,723.0,18.84,329.0,8.56,2636.0,68.66,48.0,1.25,77.0,2.01,2.0,0.05,1.0,0.04,69.0,1.8,93.0,2.43,13.0,1.0,13.0,0.94,1317.0,34.29,101.0,2.63,313.0,8.14,177.0,4.62,1235.0,32.18,13.0,0.34,30.0,0.77,2.0,0.04,0.0,0.0,37.0,0.97,34.0,0.88,5.0,0.38,6.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,1069.0,381.0,3525.0,94.0,121.0,3.0,2.0,94.0,144.0,15.0,17.0
24021752801,Maryland,Frederick County,0,2214,814,0,0.0,0.0,0,0,0,0,0,0,2.7,112045.0,0,0,0,0,0,0,0,0,,,,,,,2214.0,100.0,295.0,13.35,496.0,22.4,296.0,13.37,2169.0,97.97,15.0,0.68,6.0,0.27,0.0,0.0,7.0,0.32,17.0,0.77,33.0,1.49,12.0,1.48,33.0,4.01,2214.0,100.0,295.0,13.35,496.0,22.4,296.0,13.37,2169.0,97.97,15.0,0.68,6.0,0.27,0.0,0.0,7.0,0.32,17.0,0.77,33.0,1.49,12.0,1.48,33.0,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,496.0,296.0,2169.0,15.0,6.0,0.0,7.0,17.0,33.0,11.0,31.0
24021752802,Maryland,Frederick County,0,3550,1247,0,0.0,0.0,0,0,0,0,0,0,2.7,103988.0,0,0,0,0,0,0,0,0,,,,,,,3550.0,100.0,359.0,10.11,902.0,25.41,397.0,11.18,3409.0,96.03,46.0,1.3,38.0,1.07,0.0,0.0,5.0,0.14,52.0,1.46,89.0,2.51,41.0,3.28,40.0,3.18,3550.0,100.0,359.0,10.11,902.0,25.41,397.0,11.18,3409.0,96.03,46.0,1.3,38.0,1.07,0.0,0.0,5.0,0.14,52.0,1.46,89.0,2.51,41.0,3.28,40.0,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,902.0,397.0,3409.0,46.0,38.0,0.0,5.0,52.0,89.0,43.0,42.0
24021752900,Maryland,Frederick County,0,3066,1145,0,152.0,4.96,0,0,0,0,0,1,7.0,89875.0,0,0,0,0,0,0,0,0,,,,,,,3047.0,99.39,517.0,16.87,665.0,21.7,433.0,14.13,2947.0,96.11,49.0,1.6,15.0,0.49,0.0,0.0,2.0,0.05,35.0,1.14,55.0,1.78,73.0,6.37,91.0,7.95,2867.0,93.51,483.0,15.76,632.0,20.62,397.0,12.94,2769.0,90.32,49.0,1.59,15.0,0.49,0.0,0.0,1.0,0.03,33.0,1.08,53.0,1.72,67.0,5.84,85.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,668.0,436.0,2965.0,49.0,15.0,0.0,2.0,35.0,55.0,75.0,94.0
24021753001,Maryland,Frederick County,1,4564,1731,0,0.0,0.0,1,1,1,0,0,1,4.2,93973.0,1,1,1,1,1,0,0,0,1412.0,3702.0,1412.0,298.0,842.0,298.0,3702.0,81.1,842.0,18.45,904.0,19.81,558.0,12.22,3569.0,78.19,29.0,0.63,31.0,0.69,0.0,0.0,7.0,0.15,66.0,1.44,57.0,1.24,47.0,2.69,118.0,6.81,1412.0,30.95,298.0,6.54,321.0,7.03,240.0,5.26,1366.0,29.92,13.0,0.28,11.0,0.23,0.0,0.0,4.0,0.09,19.0,0.43,13.0,0.29,22.0,1.27,45.0,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,1123.0,667.0,4399.0,45.0,33.0,0.0,9.0,78.0,68.0,64.0,157.0
24021753002,Maryland,Frederick County,1,2744,1038,0,0.0,0.0,1,1,1,0,0,1,7.3,74211.0,1,1,1,1,1,0,0,0,2284.0,2744.0,2284.0,584.0,742.0,584.0,2744.0,100.0,742.0,27.05,696.0,25.36,371.0,13.52,2611.0,95.15,26.0,0.95,19.0,0.69,0.0,0.0,20.0,0.73,68.0,2.48,81.0,2.95,41.0,3.93,122.0,11.76,2284.0,83.23,584.0,21.29,597.0,21.75,297.0,10.84,2171.0,79.11,24.0,0.87,18.0,0.67,0.0,0.0,18.0,0.66,53.0,1.92,65.0,2.38,39.0,3.73,99.0,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0,696.0,371.0,2611.0,26.0,19.0,0.0,20.0,68.0,81.0,40.0,132.0
24021765100,Maryland,Frederick County,1,3710,1578,0,126.0,3.4,0,1,0,0,0,1,16.9,63849.0,0,1,0,1,0,0,0,0,,1205.0,,,356.0,,1205.0,32.48,356.0,9.6,186.0,5.02,231.0,6.22,951.0,25.63,168.0,4.53,14.0,0.38,0.0,0.0,2.0,0.06,70.0,1.87,106.0,2.85,23.0,1.43,61.0,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.0,649.0,638.0,2686.0,575.0,116.0,1.0,7.0,325.0,386.0,82.0,187.0
24021766800,Maryland,Frederick County,0,5131,1397,0,1487.0,28.98,0,0,0,0,0,1,16.9,89545.0,0,0,0,0,0,0,0,0,,,,,,,3804.0,74.13,1145.0,22.31,614.0,11.96,372.0,7.25,3475.0,67.73,173.0,3.37,53.0,1.03,0.0,0.0,18.0,0.35,85.0,1.65,138.0,2.69,35.0,2.48,104.0,7.44,2424.0,47.23,790.0,15.4,259.0,5.04,151.0,2.95,2166.0,42.22,136.0,2.66,47.0,0.92,0.0,0.0,16.0,0.3,58.0,1.13,97.0,1.9,12.0,0.84,48.0,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.0,932.0,612.0,4738.0,186.0,72.0,0.0,21.0,114.0,164.0,74.0,165.0
24021767500,Maryland,Frederick County,0,2849,1079,0,0.0,0.0,0,0,0,0,0,1,9.1,78884.0,0,0,0,0,0,0,0,0,,,,,,,2849.0,100.0,458.0,16.09,545.0,19.13,501.0,17.59,2768.0,97.16,6.0,0.21,32.0,1.12,0.0,0.0,5.0,0.18,38.0,1.33,40.0,1.4,40.0,3.71,89.0,8.21,2849.0,100.0,458.0,16.09,545.0,19.13,501.0,17.59,2768.0,97.16,6.0,0.21,32.0,1.12,0.0,0.0,5.0,0.18,38.0,1.33,40.0,1.4,40.0,3.71,89.0,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,545.0,501.0,2768.0,6.0,32.0,0.0,5.0,38.0,40.0,42.0,86.0
24021767600,Maryland,Frederick County,0,3200,1167,0,0.0,0.0,0,0,0,0,0,0,10.1,106563.0,0,0,0,0,0,0,0,0,,,,,,,2389.0,74.67,542.0,16.94,574.0,17.93,335.0,10.47,2242.0,70.08,40.0,1.26,13.0,0.4,0.0,0.0,4.0,0.13,90.0,2.81,102.0,3.19,26.0,2.21,79.0,6.75,1827.0,57.09,423.0,13.21,422.0,13.18,275.0,8.61,1732.0,54.13,15.0,0.46,8.0,0.24,0.0,0.0,4.0,0.13,68.0,2.14,72.0,2.26,19.0,1.64,61.0,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0,783.0,445.0,2998.0,64.0,24.0,0.0,5.0,109.0,123.0,39.0,108.0
24021770700,Maryland,Frederick County,0,3608,1303,0,4.0,0.11,0,0,0,0,0,0,9.7,121359.0,0,0,0,0,0,0,0,0,,,,,,,3608.0,100.0,528.0,14.62,801.0,22.2,548.0,15.19,3425.0,94.93,21.0,0.58,32.0,0.89,3.0,0.08,8.0,0.22,119.0,3.3,82.0,2.27,33.0,2.57,22.0,1.65,3608.0,100.0,528.0,14.62,801.0,22.2,548.0,15.19,3425.0,94.93,21.0,0.58,32.0,0.89,3.0,0.08,8.0,0.22,119.0,3.3,82.0,2.27,33.0,2.57,22.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,801.0,548.0,3425.0,21.0,32.0,3.0,8.0,119.0,82.0,35.0,21.0
24021772200,Maryland,Frederick County,1,1598,673,0,95.0,5.94,0,1,0,0,0,1,15.9,56528.0,0,1,0,1,0,0,0,0,118.0,1310.0,118.0,39.0,460.0,39.0,1310.0,82.01,460.0,28.78,297.0,18.62,124.0,7.76,852.0,53.29,365.0,22.85,21.0,1.28,0.0,0.0,13.0,0.81,60.0,3.77,57.0,3.56,53.0,7.87,94.0,13.99,118.0,7.36,39.0,2.45,8.0,0.48,18.0,1.14,96.0,6.01,18.0,1.13,1.0,0.09,0.0,0.0,1.0,0.05,1.0,0.09,3.0,0.18,6.0,0.84,11.0,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0,349.0,146.0,1094.0,396.0,22.0,0.0,13.0,73.0,66.0,64.0,112.0
24021773500,Maryland,Frederick County,0,4121,1437,0,4.0,0.1,0,0,0,0,0,1,8.0,89904.0,0,0,0,0,0,0,0,0,,,,,,,2473.0,60.01,764.0,18.53,705.0,17.12,225.0,5.47,1869.0,45.35,347.0,8.43,52.0,1.26,1.0,0.02,4.0,0.11,199.0,4.83,221.0,5.36,41.0,2.89,63.0,4.42,2114.0,51.3,727.0,17.64,616.0,14.94,186.0,4.51,1533.0,37.21,340.0,8.25,46.0,1.11,1.0,0.02,4.0,0.1,190.0,4.61,217.0,5.27,33.0,2.33,53.0,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.0,1123.0,396.0,3339.0,416.0,86.0,1.0,6.0,273.0,301.0,87.0,122.0
24021775302,Maryland,Frederick County,1,3900,1357,0,0.0,0.0,0,0,0,0,0,0,7.0,105156.0,1,1,1,1,1,0,0,0,3107.0,3653.0,3107.0,545.0,592.0,545.0,3653.0,93.66,592.0,15.17,1000.0,25.64,379.0,9.72,3126.0,80.16,292.0,7.48,65.0,1.66,2.0,0.05,11.0,0.28,157.0,4.02,137.0,3.52,3.0,0.21,139.0,10.25,3107.0,79.67,545.0,13.97,889.0,22.78,286.0,7.33,2620.0,67.17,280.0,7.19,62.0,1.6,1.0,0.03,9.0,0.24,135.0,3.45,126.0,3.22,2.0,0.15,117.0,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,1065.0,420.0,3359.0,301.0,66.0,2.0,11.0,161.0,147.0,4.0,180.0
24021775400,Maryland,Frederick County,1,3892,1512,0,0.0,0.0,1,1,1,1,1,1,12.1,75948.0,1,1,1,1,1,0,0,1,3441.0,3892.0,3441.0,946.0,1156.0,946.0,3892.0,100.0,1156.0,29.71,951.0,24.43,438.0,11.25,3426.0,88.03,266.0,6.83,40.0,1.03,0.0,0.0,3.0,0.08,157.0,4.03,176.0,4.52,128.0,8.45,347.0,22.98,3441.0,88.42,946.0,24.31,833.0,21.41,345.0,8.86,3037.0,78.03,217.0,5.59,40.0,1.03,0.0,0.0,3.0,0.08,144.0,3.7,174.0,4.46,84.0,5.56,297.0,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,951.0,438.0,3426.0,266.0,40.0,0.0,3.0,157.0,176.0,133.0,330.0
24021775600,Maryland,Frederick County,1,3803,1328,0,0.0,0.0,0,0,0,0,0,0,2.4,151563.0,1,1,1,1,1,0,0,0,3785.0,3803.0,3785.0,238.0,239.0,238.0,3803.0,100.0,239.0,6.28,1175.0,30.9,197.0,5.18,3415.0,89.8,164.0,4.31,81.0,2.13,0.0,0.0,14.0,0.37,129.0,3.39,182.0,4.79,30.0,2.28,28.0,2.14,3785.0,99.53,238.0,6.26,1173.0,30.83,192.0,5.05,3397.0,89.33,164.0,4.31,81.0,2.13,0.0,0.0,14.0,0.37,129.0,3.39,182.0,4.78,30.0,2.25,28.0,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,1175.0,197.0,3415.0,164.0,81.0,0.0,14.0,129.0,182.0,31.0,31.0
24023000100,Maryland,Garrett County,0,4003,1644,0,0.0,0.0,0,0,0,1,1,1,6.9,60063.0,0,0,0,0,0,0,0,1,74.0,74.0,,25.0,25.0,,4001.0,99.96,1044.0,26.08,858.0,21.43,658.0,16.43,3916.0,97.84,21.0,0.52,8.0,0.2,0.0,0.0,12.0,0.3,44.0,1.1,21.0,0.52,100.0,6.1,244.0,14.81,3988.0,99.62,1040.0,25.99,856.0,21.38,657.0,16.4,3903.0,97.5,21.0,0.52,8.0,0.2,0.0,0.0,12.0,0.3,44.0,1.1,21.0,0.52,100.0,6.09,243.0,14.76,74.0,1.84,25.0,0.62,15.0,0.37,9.0,0.21,72.0,1.8,0.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,4.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,949.0,858.0,658.0,3918.0,21.0,8.0,0.0,12.0,44.0,21.0,97.0,234.0
24023000200,Maryland,Garrett County,0,3937,1514,0,94.0,2.39,0,0,0,0,0,1,11.4,57639.0,0,0,0,0,0,0,0,0,,,,,,,3839.0,97.51,1490.0,37.83,920.0,23.37,695.0,17.66,3787.0,96.19,15.0,0.38,6.0,0.15,0.0,0.0,6.0,0.15,25.0,0.63,18.0,0.46,83.0,5.47,206.0,13.6,3691.0,93.76,1432.0,36.37,884.0,22.44,673.0,17.09,3640.0,92.45,15.0,0.38,6.0,0.15,0.0,0.0,6.0,0.15,25.0,0.62,18.0,0.46,79.0,5.22,198.0,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.0,947.0,709.0,3885.0,15.0,6.0,0.0,6.0,25.0,18.0,84.0,212.0
24023000300,Maryland,Garrett County,0,2857,1039,0,102.0,3.57,0,0,0,0,0,1,8.3,68629.0,0,0,0,0,0,0,0,0,,,,,,,2830.0,99.05,866.0,30.3,713.0,24.96,379.0,13.26,2724.0,95.36,69.0,2.41,8.0,0.28,0.0,0.0,4.0,0.13,25.0,0.87,49.0,1.7,34.0,3.29,99.0,9.5,2756.0,96.48,849.0,29.71,694.0,24.28,373.0,13.05,2652.0,92.84,69.0,2.4,8.0,0.28,0.0,0.0,3.0,0.1,24.0,0.86,47.0,1.66,33.0,3.21,96.0,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,719.0,381.0,2751.0,69.0,8.0,0.0,4.0,25.0,49.0,35.0,101.0
24023000400,Maryland,Garrett County,0,3337,1285,0,47.0,1.41,0,0,0,0,0,1,10.4,49918.0,0,0,0,0,0,0,0,0,,,,,,,3337.0,100.0,1193.0,35.75,761.0,22.8,575.0,17.23,3284.0,98.41,40.0,1.2,3.0,0.09,0.0,0.0,1.0,0.03,9.0,0.27,14.0,0.42,54.0,4.21,229.0,17.83,3337.0,100.0,1193.0,35.75,761.0,22.8,575.0,17.23,3284.0,98.41,40.0,1.2,3.0,0.09,0.0,0.0,1.0,0.03,9.0,0.27,14.0,0.42,54.0,4.21,229.0,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.0,761.0,575.0,3284.0,40.0,3.0,0.0,1.0,9.0,14.0,52.0,215.0
24023000500,Maryland,Garrett County,0,4051,1794,0,0.0,0.0,0,0,0,0,0,1,9.0,71094.0,0,0,0,0,0,0,0,0,,,,,,,3799.0,93.77,1019.0,25.14,619.0,15.29,749.0,18.49,3653.0,90.18,100.0,2.47,11.0,0.28,0.0,0.0,3.0,0.07,32.0,0.78,39.0,0.96,53.0,2.96,162.0,9.0,3259.0,80.44,873.0,21.55,549.0,13.55,666.0,16.44,3194.0,78.84,31.0,0.77,7.0,0.18,0.0,0.0,1.0,0.03,25.0,0.62,32.0,0.79,42.0,2.35,138.0,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.0,670.0,777.0,3888.0,106.0,15.0,0.0,4.0,38.0,47.0,64.0,188.0
24023000600,Maryland,Garrett County,1,6186,2526,0,157.0,2.54,1,1,1,1,1,1,9.1,75167.0,1,1,1,1,1,0,0,1,4161.0,5380.0,4161.0,1225.0,1739.0,1225.0,5380.0,86.97,1739.0,28.11,1133.0,18.32,959.0,15.51,5292.0,85.56,23.0,0.37,17.0,0.28,0.0,0.0,11.0,0.18,36.0,0.58,35.0,0.56,167.0,6.61,348.0,13.76,4161.0,67.27,1225.0,19.81,921.0,14.89,715.0,11.55,4100.0,66.27,22.0,0.36,13.0,0.2,0.0,0.0,7.0,0.12,20.0,0.32,29.0,0.47,89.0,3.53,259.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.0,1312.0,1117.0,6081.0,28.0,24.0,0.0,12.0,41.0,43.0,198.0,400.0
24023000700,Maryland,Garrett County,0,5726,2255,0,115.0,2.01,0,0,0,1,1,1,11.8,50726.0,0,0,0,0,0,0,0,1,6.0,6.0,,3.0,3.0,,5348.0,93.39,2396.0,41.85,1314.0,22.95,938.0,16.38,5262.0,91.89,21.0,0.37,12.0,0.21,0.0,0.0,3.0,0.05,50.0,0.87,27.0,0.47,238.0,10.57,480.0,21.27,3599.0,62.86,1739.0,30.38,931.0,16.26,574.0,10.03,3544.0,61.89,15.0,0.26,6.0,0.1,0.0,0.0,2.0,0.03,32.0,0.56,17.0,0.29,112.0,4.96,318.0,14.11,6.0,0.1,3.0,0.05,2.0,0.03,2.0,0.04,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.0,1393.0,1014.0,5633.0,22.0,12.0,0.0,4.0,55.0,28.0,261.0,514.0
24025301102,Maryland,Harford County,1,3579,1228,0,17.0,0.47,0,0,0,0,0,0,2.9,125795.0,1,1,1,1,1,0,0,0,3347.0,3578.0,3347.0,335.0,368.0,335.0,3578.0,99.97,368.0,10.28,861.0,24.05,506.0,14.13,3152.0,88.07,200.0,5.59,176.0,4.92,0.0,0.0,7.0,0.2,43.0,1.2,74.0,2.07,46.0,3.75,39.0,3.14,3347.0,93.52,335.0,9.36,811.0,22.66,465.0,12.99,2936.0,82.04,189.0,5.28,174.0,4.87,0.0,0.0,6.0,0.17,42.0,1.16,73.0,2.04,39.0,3.21,36.0,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,861.0,506.0,3153.0,200.0,176.0,0.0,7.0,43.0,74.0,48.0,40.0
24025301105,Maryland,Harford County,1,3985,1357,0,0.0,0.0,0,0,0,0,0,0,8.6,110725.0,0,1,0,1,0,0,0,0,,2627.0,,,231.0,,2627.0,65.91,231.0,5.8,694.0,17.43,156.0,3.91,2336.0,58.61,133.0,3.33,59.0,1.48,3.0,0.07,4.0,0.09,93.0,2.34,83.0,2.09,7.0,0.53,45.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,1057.0,249.0,3559.0,206.0,85.0,4.0,9.0,122.0,125.0,22.0,67.0
24025301106,Maryland,Harford County,1,4215,1467,0,65.0,1.54,0,0,0,0,0,0,2.9,124271.0,0,1,0,1,0,0,0,0,455.0,2510.0,455.0,46.0,239.0,46.0,2510.0,59.56,239.0,5.66,672.0,15.94,279.0,6.61,2290.0,54.34,90.0,2.14,81.0,1.93,4.0,0.11,0.0,0.0,44.0,1.04,43.0,1.03,74.0,5.08,19.0,1.32,455.0,10.8,46.0,1.09,140.0,3.33,27.0,0.65,425.0,10.08,9.0,0.23,16.0,0.37,0.0,0.0,0.0,0.0,6.0,0.13,8.0,0.2,10.0,0.65,3.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,1160.0,409.0,3788.0,180.0,137.0,6.0,6.0,98.0,109.0,94.0,34.0
24025301107,Maryland,Harford County,1,3174,1499,0,0.0,0.0,0,1,0,0,0,1,11.8,75234.0,0,1,0,1,0,0,0,0,1.0,1015.0,1.0,0.0,121.0,0.0,1015.0,31.97,121.0,3.81,243.0,7.67,104.0,3.28,800.0,25.22,144.0,4.53,36.0,1.14,1.0,0.03,0.0,0.01,33.0,1.05,33.0,1.05,42.0,2.81,94.0,6.27,1.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.0,662.0,399.0,2400.0,477.0,127.0,7.0,7.0,156.0,182.0,281.0,355.0
24025301108,Maryland,Harford County,1,3435,1132,0,0.0,0.0,0,0,0,0,0,0,4.5,140250.0,1,1,1,1,1,0,0,0,1766.0,3429.0,1766.0,87.0,175.0,87.0,3429.0,99.82,175.0,5.1,935.0,27.21,247.0,7.2,2959.0,86.15,307.0,8.92,87.0,2.53,1.0,0.03,1.0,0.03,74.0,2.15,89.0,2.59,28.0,2.48,0.0,0.0,1766.0,51.4,87.0,2.54,478.0,13.9,113.0,3.28,1508.0,43.89,183.0,5.33,34.0,0.99,1.0,0.01,1.0,0.02,40.0,1.15,47.0,1.36,21.0,1.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,936.0,248.0,2965.0,307.0,87.0,1.0,1.0,74.0,89.0,28.0,0.0
